Congestion,Lon,Lat
1,-6.257792,53.349143999999995
1,-6.312672,53.373608
1,-6.312623,53.373608
1,-6.257792,53.349143999999995
1,-6.3119510000000005,53.373589
1,-6.42713,53.290771
1,-6.42713,53.290771
1,-6.42713,53.290771
1,-6.311339,53.373546999999995
1,-6.42713,53.290771
1,-6.311339,53.373546999999995
1,-6.42713,53.290771
1,-6.42713,53.290771
1,-6.311339,53.373546999999995
1,-6.42713,53.290771
1,-6.42713,53.290771
1,-6.332031,53.321659
1,-6.332031,53.321659
1,-6.332031,53.321659
1,-6.332031,53.321659
1,-6.332031,53.321659
1,-6.331855,53.321606
1,-6.182257,53.396632999999994
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.182257,53.396632999999994
1,-6.331855,53.321606
1,-6.182257,53.396632999999994
1,-6.182257,53.396632999999994
1,-6.331855,53.321606
1,-6.182257,53.396632999999994
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.182257,53.396632999999994
1,-6.331855,53.321606
1,-6.182257,53.396632999999994
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.331855,53.321606
1,-6.229769999999999,53.354523
1,-6.229769999999999,53.354523
1,-6.229769999999999,53.354523
1,-6.229769999999999,53.354523
1,-6.229769999999999,53.354523
1,-6.229769999999999,53.354523
1,-6.251993,53.33970600000001
1,-6.229769999999999,53.354523
1,-6.251993,53.33970600000001
1,-6.251993,53.33970600000001
1,-6.229769999999999,53.354523
1,-6.251993,53.33970600000001
1,-6.154078,53.28841
1,-6.251993,53.33970600000001
1,-6.251993,53.33970600000001
1,-6.154078,53.28841
1,-6.251993,53.33970600000001
1,-6.154078,53.28841
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.154078,53.28841
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.154078,53.28841
1,-6.251844999999999,53.339653000000006
1,-6.154078,53.28841
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251993,53.33970600000001
1,-6.154078,53.28841
1,-6.251844999999999,53.339653000000006
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.251993,53.33970600000001
1,-6.251844999999999,53.339653000000006
1,-6.248093,53.271786
1,-6.251844999999999,53.339653000000006
1,-6.251993,53.33970600000001
1,-6.248093,53.271786
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.251993,53.33970600000001
1,-6.248093,53.271786
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.248093,53.271786
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.248093,53.271786
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.251993,53.33970600000001
1,-6.248093,53.271786
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.2516099999999994,53.339569
1,-6.257792,53.349143999999995
1,-6.248093,53.271786
1,-6.2516099999999994,53.339569
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.2516099999999994,53.339569
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.248093,53.271786
1,-6.2516099999999994,53.339569
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.23424,53.345467000000006
1,-6.153146,53.273014
1,-6.2516099999999994,53.339569
1,-6.298779,53.389053000000004
1,-6.251844999999999,53.339653000000006
1,-6.23424,53.345467000000006
1,-6.153146,53.273014
1,-6.2516099999999994,53.339569
1,-6.251844999999999,53.339653000000006
1,-6.257792,53.349143999999995
1,-6.23424,53.345467000000006
1,-6.153146,53.273014
1,-6.395741,53.352867
1,-6.2516099999999994,53.339569
1,-6.251844999999999,53.339653000000006
1,-6.23424,53.345467000000006
1,-6.153146,53.273014
1,-6.395741,53.352867
1,-6.251844999999999,53.339653000000006
1,-6.23424,53.345467000000006
1,-6.153146,53.273014
1,-6.395741,53.352867
1,-6.2516099999999994,53.339569
1,-6.251844999999999,53.339653000000006
1,-6.23424,53.345467000000006
1,-6.246535,53.33241999999999
1,-6.171522,53.401905000000006
1,-6.153146,53.273014
1,-6.251844999999999,53.339653000000006
1,-6.308448,53.316441000000005
1,-6.395741,53.352867
1,-6.246535,53.33241999999999
1,-6.171522,53.401905000000006
1,-6.153146,53.273014
1,-6.2516099999999994,53.339569
1,-6.395741,53.352867
1,-6.251844999999999,53.339653000000006
1,-6.308448,53.316441000000005
1,-6.23424,53.345467000000006
1,-6.246535,53.33241999999999
1,-6.171522,53.401905000000006
1,-6.2516099999999994,53.339569
1,-6.395741,53.352867
1,-6.251844999999999,53.339653000000006
1,-6.308448,53.316441000000005
1,-6.246535,53.33241999999999
1,-6.171522,53.401905000000006
1,-6.153146,53.273014
1,-6.395741,53.352867
1,-6.251844999999999,53.339653000000006
1,-6.308448,53.316441000000005
1,-6.246535,53.33241999999999
1,-6.171522,53.401905000000006
1,-6.395741,53.352867
1,-6.251844999999999,53.339653000000006
1,-6.308448,53.316441000000005
1,-6.171522,53.401905000000006
1,-6.246535,53.33241999999999
1,-6.308448,53.316441000000005
1,-6.251844999999999,53.339653000000006
1,-6.395741,53.352867
1,-6.246535,53.33241999999999
1,-6.171522,53.401905000000006
1,-6.308448,53.316441000000005
1,-6.251844999999999,53.339653000000006
1,-6.331855,53.321606
1,-6.171522,53.401905000000006
1,-6.308448,53.316441000000005
1,-6.331855,53.321606
1,-6.246535,53.33241999999999
1,-6.251844999999999,53.339653000000006
1,-6.251844999999999,53.339653000000006
1,-6.308448,53.316441000000005
1,-6.296655,53.350669999999994
1,-6.171522,53.401905000000006
1,-6.331855,53.321606
1,-6.251844999999999,53.339653000000006
1,-6.331855,53.321606
1,-6.296655,53.350669999999994
1,-6.251844999999999,53.339653000000006
1,-6.296655,53.350669999999994
1,-6.331855,53.321606
1,-6.260204,53.353142000000005
1,-6.251844999999999,53.339653000000006
1,-6.331855,53.321606
1,-6.296655,53.350669999999994
1,-6.260204,53.353142000000005
1,-6.251844999999999,53.339653000000006
1,-6.296655,53.350669999999994
1,-6.251844999999999,53.339653000000006
1,-6.260204,53.353142000000005
1,-6.331855,53.321606
1,-6.296655,53.350669999999994
1,-6.260204,53.353142000000005
1,-6.251844999999999,53.339653000000006
1,-6.296655,53.350669999999994
1,-6.260204,53.353142000000005
1,-6.251844999999999,53.339653000000006
1,-6.296655,53.350669999999994
1,-6.251844999999999,53.339653000000006
1,-6.260204,53.353142000000005
1,-6.260204,53.353142000000005
1,-6.251844999999999,53.339653000000006
1,-6.296655,53.350669999999994
1,-6.260204,53.353142000000005
1,-6.214437,53.385773
1,-6.251844999999999,53.339653000000006
1,-6.260204,53.353142000000005
1,-6.251844999999999,53.339653000000006
1,-6.214437,53.385773
1,-6.261696,53.391148
1,-6.251844999999999,53.339653000000006
1,-6.260204,53.353142000000005
1,-6.214437,53.385773
1,-6.261696,53.391148
1,-6.251844999999999,53.339653000000006
1,-6.214437,53.385773
1,-6.261696,53.391148
1,-6.251844999999999,53.339653000000006
1,-6.214437,53.385773
1,-6.261696,53.391148
1,-6.214437,53.385773
1,-6.261696,53.391148
1,-6.251844999999999,53.339653000000006
1,-6.214437,53.385773
1,-6.261696,53.391148
1,-6.251844999999999,53.339653000000006
1,-6.261696,53.391148
1,-6.246178,53.292683
1,-6.251844999999999,53.339653000000006
1,-6.214437,53.385773
1,-6.246178,53.292683
1,-6.251844999999999,53.339653000000006
1,-6.261696,53.391148
1,-6.246178,53.292683
1,-6.251844999999999,53.339653000000006
1,-6.426963,53.290504000000006
1,-6.246178,53.292683
1,-6.251844999999999,53.339653000000006
1,-6.1285620000000005,53.24655500000001
1,-6.261696,53.391148
1,-6.246178,53.292683
1,-6.426963,53.290504000000006
1,-6.251844999999999,53.339653000000006
1,-6.1285620000000005,53.24655500000001
1,-6.3926300000000005,53.393696
1,-6.216953,53.30685
1,-6.246178,53.292683
1,-6.3926300000000005,53.393696
1,-6.1285620000000005,53.24655500000001
1,-6.251844999999999,53.339653000000006
1,-6.426963,53.290504000000006
1,-6.216953,53.30685
1,-6.246178,53.292683
1,-6.426963,53.290504000000006
1,-6.251844999999999,53.339653000000006
1,-6.1285620000000005,53.24655500000001
1,-6.3926300000000005,53.393696
1,-6.216953,53.30685
1,-6.426963,53.290504000000006
1,-6.251844999999999,53.339653000000006
1,-6.1285620000000005,53.24655500000001
1,-6.3926300000000005,53.393696
1,-6.216953,53.30685
1,-6.246178,53.292683
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.426963,53.290504000000006
1,-6.251844999999999,53.339653000000006
1,-6.3926300000000005,53.393696
1,-6.1285620000000005,53.24655500000001
1,-6.216953,53.30685
1,-6.426963,53.290504000000006
1,-6.321743,53.325863
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.3926300000000005,53.393696
1,-6.1285620000000005,53.24655500000001
1,-6.259138,53.34490600000001
1,-6.216953,53.30685
1,-6.246178,53.292683
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.426963,53.290504000000006
1,-6.259138,53.34490600000001
1,-6.3926300000000005,53.393696
1,-6.251844999999999,53.339653000000006
1,-6.216953,53.30685
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.251844999999999,53.339653000000006
1,-6.3926300000000005,53.393696
1,-6.1285620000000005,53.24655500000001
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.426963,53.290504000000006
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.216953,53.30685
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.1285620000000005,53.24655500000001
1,-6.251844999999999,53.339653000000006
1,-6.3926300000000005,53.393696
1,-6.259138,53.34490600000001
1,-6.216953,53.30685
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.251844999999999,53.339653000000006
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.321743,53.325863
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.251229,53.339431999999995
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.321743,53.325863
1,-6.251844999999999,53.339653000000006
1,-6.251229,53.339431999999995
1,-6.312623,53.373608
1,-6.258552,53.345875
1,-6.259138,53.34490600000001
1,-6.216953,53.30685
1,-6.251229,53.339431999999995
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.251844999999999,53.339653000000006
1,-6.321743,53.325863
1,-6.312623,53.373608
1,-6.251229,53.339431999999995
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.258552,53.345875
1,-6.312623,53.373608
1,-6.251229,53.339431999999995
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.251229,53.339431999999995
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.251229,53.339431999999995
1,-6.251844999999999,53.339653000000006
1,-6.312623,53.373608
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.251844999999999,53.339653000000006
1,-6.312623,53.373608
1,-6.258552,53.345875
1,-6.216953,53.30685
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251229,53.339431999999995
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.216953,53.30685
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.251844999999999,53.339653000000006
1,-6.312623,53.373608
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.2966690000000005,53.35068100000001
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.157657,53.402905000000004
1,-6.251844999999999,53.339653000000006
1,-6.2966690000000005,53.35068100000001
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.157657,53.402905000000004
1,-6.251844999999999,53.339653000000006
1,-6.2966690000000005,53.35068100000001
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.157657,53.402905000000004
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.2966690000000005,53.35068100000001
1,-6.312623,53.373608
1,-6.157657,53.402905000000004
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.2966690000000005,53.35068100000001
1,-6.251844999999999,53.339653000000006
1,-6.157657,53.402905000000004
1,-6.312623,53.373608
1,-6.2966690000000005,53.35068100000001
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.157657,53.402905000000004
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.2966690000000005,53.35068100000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.2966690000000005,53.35068100000001
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.251844999999999,53.339653000000006
1,-6.312623,53.373608
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.2966690000000005,53.35068100000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.251844999999999,53.339653000000006
1,-6.312623,53.373608
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.334158,53.306854
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.334158,53.306854
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.193751,53.23591999999999
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.193751,53.23591999999999
1,-6.259138,53.34490600000001
1,-6.251844999999999,53.339653000000006
1,-6.312623,53.373608
1,-6.193751,53.23591999999999
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.193751,53.23591999999999
1,-6.251844999999999,53.339653000000006
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.193751,53.23591999999999
1,-6.259138,53.34490600000001
1,-6.312623,53.373608
1,-6.251844999999999,53.339653000000006
1,-6.193751,53.23591999999999
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.259119999999999,53.344929
1,-6.312623,53.373608
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.151553,53.402606999999996
1,-6.329171,53.271938
1,-6.193751,53.23591999999999
1,-6.251926,53.339684
1,-6.151553,53.402606999999996
1,-6.312623,53.373608
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.151553,53.402606999999996
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.151553,53.402606999999996
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.151553,53.402606999999996
1,-6.312623,53.373608
1,-6.258004,53.349674
1,-6.325805,53.298367000000006
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.151553,53.402606999999996
1,-6.258004,53.349674
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.312623,53.373608
1,-6.151553,53.402606999999996
1,-6.258004,53.349674
1,-6.329171,53.271938
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.251926,53.339684
1,-6.258004,53.349674
1,-6.325805,53.298367000000006
1,-6.329171,53.271938
1,-6.395668,53.352577000000004
1,-6.312623,53.373608
1,-6.151553,53.402606999999996
1,-6.258004,53.349674
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.395668,53.352577000000004
1,-6.258004,53.349674
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.395668,53.352577000000004
1,-6.312623,53.373608
1,-6.258004,53.349674
1,-6.151553,53.402606999999996
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.312623,53.373608
1,-6.395668,53.352577000000004
1,-6.258004,53.349674
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.312623,53.373608
1,-6.395668,53.352577000000004
1,-6.258004,53.349674
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.395668,53.352577000000004
1,-6.258004,53.349674
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.395668,53.352577000000004
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.395668,53.352577000000004
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.395668,53.352577000000004
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.42713,53.290771
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.42713,53.290771
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.42713,53.290771
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.42713,53.290771
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.42713,53.290771
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.42713,53.290771
1,-6.24625,53.332104
1,-6.331855,53.321606
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.331855,53.321606
1,-6.24625,53.332104
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.42713,53.290771
1,-6.331855,53.321606
1,-6.24625,53.332104
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.24416,53.428047
1,-6.24625,53.332104
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.42713,53.290771
1,-6.331855,53.321606
1,-6.24416,53.428047
1,-6.24625,53.332104
1,-6.246293,53.292706
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.24416,53.428047
1,-6.331855,53.321606
1,-6.24625,53.332104
1,-6.246293,53.292706
1,-6.251638,53.339581
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.24625,53.332104
1,-6.24416,53.428047
1,-6.246293,53.292706
1,-6.251638,53.339581
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.24416,53.428047
1,-6.331855,53.321606
1,-6.251638,53.339581
1,-6.246293,53.292706
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.246293,53.292706
1,-6.24625,53.332104
1,-6.251638,53.339581
1,-6.303937,53.319111
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.331855,53.321606
1,-6.303937,53.319111
1,-6.251638,53.339581
1,-6.246293,53.292706
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.246293,53.292706
1,-6.251638,53.339581
1,-6.303937,53.319111
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.303937,53.319111
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.303937,53.319111
1,-6.246293,53.292706
1,-6.251638,53.339581
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.303937,53.319111
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.251638,53.339581
1,-6.172027,53.40201999999999
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.274925,53.386337
1,-6.325805,53.298367000000006
1,-6.172027,53.40201999999999
1,-6.251638,53.339581
1,-6.251926,53.339684
1,-6.329143,53.271912
1,-6.274925,53.386337
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.172027,53.40201999999999
1,-6.325805,53.298367000000006
1,-6.329143,53.271912
1,-6.274925,53.386337
1,-6.172027,53.40201999999999
1,-6.325805,53.298367000000006
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.329143,53.271912
1,-6.172027,53.40201999999999
1,-6.274925,53.386337
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.329143,53.271912
1,-6.277164,53.418102000000005
1,-6.172027,53.40201999999999
1,-6.274925,53.386337
1,-6.277164,53.418102000000005
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.329143,53.271912
1,-6.172027,53.40201999999999
1,-6.255153,53.346745
1,-6.325805,53.298367000000006
1,-6.329143,53.271912
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.255153,53.346745
1,-6.255153,53.346745
1,-6.274925,53.386337
1,-6.325805,53.298367000000006
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.215824,53.331703000000005
1,-6.329143,53.271912
1,-6.255153,53.346745
1,-6.215824,53.331703000000005
1,-6.325805,53.298367000000006
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.274925,53.386337
1,-6.255153,53.346745
1,-6.215824,53.331703000000005
1,-6.325805,53.298367000000006
1,-6.329143,53.271912
1,-6.251926,53.339684
1,-6.255153,53.346745
1,-6.215824,53.331703000000005
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.325805,53.298367000000006
1,-6.329143,53.271912
1,-6.255153,53.346745
1,-6.311388,53.373546999999995
1,-6.215824,53.331703000000005
1,-6.325805,53.298367000000006
1,-6.329143,53.271912
1,-6.251926,53.339684
1,-6.255153,53.346745
1,-6.311388,53.373546999999995
1,-6.215824,53.331703000000005
1,-6.325805,53.298367000000006
1,-6.329143,53.271912
1,-6.277164,53.418102000000005
1,-6.251926,53.339684
1,-6.311388,53.373546999999995
1,-6.255153,53.346745
1,-6.215822,53.331722
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.255153,53.346745
1,-6.311388,53.373546999999995
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.136815,53.170581999999996
1,-6.311388,53.373546999999995
1,-6.255153,53.346745
1,-6.325805,53.298367000000006
1,-6.251926,53.339684
1,-6.311388,53.373546999999995
1,-6.136815,53.170581999999996
1,-6.255153,53.346745
1,-6.325805,53.298367000000006
1,-6.390948000000001,53.395767000000006
1,-6.251926,53.339684
1,-6.136815,53.170581999999996
1,-6.43087,53.334431
1,-6.311388,53.373546999999995
1,-6.255153,53.346745
1,-6.325864,53.298149
1,-6.251926,53.339684
1,-6.390948000000001,53.395767000000006
1,-6.43087,53.334431
1,-6.255153,53.346745
1,-6.136815,53.170581999999996
1,-6.390948000000001,53.395767000000006
1,-6.325864,53.298149
1,-6.251926,53.339684
1,-6.136815,53.170581999999996
1,-6.43087,53.334431
1,-6.255153,53.346745
1,-6.390948000000001,53.395767000000006
1,-6.311388,53.373546999999995
1,-6.251926,53.339684
1,-6.255153,53.346745
1,-6.136815,53.170581999999996
1,-6.43087,53.334431
1,-6.244748,53.333767
1,-6.325864,53.298149
1,-6.251926,53.339684
1,-6.390948000000001,53.395767000000006
1,-6.136815,53.170581999999996
1,-6.43087,53.334431
1,-6.311388,53.373546999999995
1,-6.244748,53.333767
1,-6.390948000000001,53.395767000000006
