102.0
140.0
31.0
56.0
46.0
84.0
122.0
66.0
39.0
40.0
7.0
120.0
49.0
151.0
451.0
27.0
145.0
13.0
37.0
68.0
41.0
33.0
76.0
17.0
25.0
15.0
67.0
238.0
44.0
75.0
38.0
42.0
65.0
4.0
271.0
171.0
11.0
18.0
14.0
79.0
332.0
29.0
747.0
83.0
9.0
16.0
272.0
54.0
123.0
63.0
150.0
59.0
220.0
1.0
111.0
130.0
114.0
32.0
142.0
53.0
104.0
51.0
118.0
331.0
116.0
86.0
